id,telephone,email,devices,location,Android,Desktop,Iphone,city,name,country,first_name,last_name
0177,131-471-2639,hassan.kemp@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Hassan,Kemp
0178,128-789-4202,jenson.carver@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Jenson,Carver
0179,950-639-9777,aminah.wells@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Aminah,Wells
0180,931-559-3083,dhruv.villarreal@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Dhruv Villarreal,United Kingdom,Dhruv,Villarreal
0181,106-651-2649,rhodri.kelley@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Rhodri,Kelley
0182,124-533-2523,luqman.carrillo@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Luqman,Carrillo
0183,631-367-5233,ishaan.stevenson@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ishaan,Stevenson
0184,946-447-2454,david.bridges@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,David,Bridges
0185,344-559-6014,milton.carlson@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Milton,Carlson
0186,471-744-7605,gareth.sutherland@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Gareth,Sutherland
0187,883-691-2967,andre.long@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Andre,Long
0188,530-308-5425,ridwan.houston@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,0.0,London,Ridwan Houston,United Kingdom,Ridwan,Houston
0189,483-860-2350,darcey.whitney@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Darcey,Whitney
0190,757-193-7348,charlotte.baxter@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Charlotte,Baxter
0191,130-864-9453,damon.bullock@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Damon,Bullock
0192,248-366-9279,leonie.sanders@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Leonie,Sanders
0193,194-777-4804,susie.gibbons@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Susie,Gibbons
0194,763-842-3292,fynn.graham@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Fynn Graham,Canada,Fynn,Graham
0195,220-296-3772,jorge.maldonado@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Jorge,Maldonado
0196,710-282-8586,alanna.stephens@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Alanna,Stephens
0197,728-796-4352,tiago.dunn@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Tiago,Dunn
0198,599-588-9264,zakir.russell@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Zakir Russell,Canada,Zakir,Russell
0199,327-464-5734,asa.haines@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Asa Haines,United Kingdom,Asa,Haines
0200,533-397-5445,eesa.buchanan@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Eesa Buchanan,United Kingdom,Eesa,Buchanan
0201,663-671-4088,conor.rush@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Conor,Rush
0202,891-887-3513,kabir.stewart@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kabir,Stewart
0203,823-509-3052,lili.patel@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Lili Patel,Canada,Lili,Patel
0204,407-892-7705,philippa.webster@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Philippa Webster,Canada,Philippa,Webster
0205,620-765-4496,zoe.newman@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zoe,Newman
0206,130-119-2032,azaan.roth@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Azaan,Roth
0207,111-862-3502,mark.friedman@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Mark,Friedman
0208,950-317-1709,jessie.greer@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Jessie Greer,United Kingdom,Jessie,Greer
0209,864-975-1957,eliot.stokes@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Eliot,Stokes
0210,547-388-2503,alessia.jenkins@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Alessia,Jenkins
0211,958-724-3846,gerard.francis@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Gerard,Francis
0212,227-737-8739,angela.lynch@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Angela,Lynch
0213,778-841-9881,kyran.wyatt@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,1.0,Montreal,Kyran Wyatt,Canada,Kyran,Wyatt
0214,712-926-3402,eugene.taylor@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Eugene Taylor,Canada,Eugene,Taylor
0215,753-511-5460,katerina.turner@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Katerina,Turner
0216,202-158-5194,nataniel.nunez@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Nataniel,Nunez
0217,516-779-4464,phoebe.rodriguez@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Phoebe,Rodriguez
0218,416-772-8288,tony.shepard@example.com,,,0.0,0.0,1.0,Barcelona,Tony Shepard,Unknown,Tony,Shepard
0219,340-355-9098,sinead.horne@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Sinead Horne,Canada,Sinead,Horne
0220,718-676-2743,sahar.kim@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Sahar,Kim
0221,130-236-9253,emmie.schmidt@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Emmie,Schmidt
0222,418-550-4001,sonia.lowe@example.com,,,1.0,0.0,0.0,Paris,Sonia Lowe,Unknown,Sonia,Lowe
0223,194-235-2353,rupert.mejia@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Rupert,Mejia
0224,271-963-2123,lily-rose.kaufman@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Lily-Rose,Kaufman
0225,421-219-5363,neil.haynes@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Neil,Haynes
0226,974-761-7628,morgan.hardy@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Morgan Hardy,United Kingdom,Morgan,Hardy
0227,667-192-9013,ibraheem.mcgee@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ibraheem,Mcgee
0228,400-103-9062,ned.rowland@example.com,,,0.0,0.0,1.0,Paris,Ned Rowland,Unknown,Ned,Rowland
0229,927-741-2027,kate.cline@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Kate Cline,Canada,Kate,Cline
0230,541-180-4090,hana.barr@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Hana,Barr
0231,109-398-3560,darcy.wall@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Darcy Wall,Canada,Darcy,Wall
0232,280-831-1664,aisha.winters@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Aisha Winters,Canada,Aisha,Winters
0233,259-388-7717,zayd.yoder@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Zayd,Yoder
0234,271-604-3446,esmee.harmon@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Esmee,Harmon
0235,481-405-7265,tamara.riddle@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Tamara,Riddle
0236,495-379-8123,gloria.mason@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Gloria,Mason
0237,530-826-1153,carter.coleman@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Carter,Coleman
0238,621-710-6972,ashleigh.trevino@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ashleigh,Trevino
0239,416-337-3343,edward.ayala@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Edward Ayala,Canada,Edward,Ayala
0240,321-569-4426,amira.lane@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Amira,Lane
0241,371-875-4229,chris.zimmerman@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Chris,Zimmerman
0242,272-647-4049,hazel.joseph@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Hazel,Joseph
0243,955-732-8107,brogan.fitzgerald@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,1.0,Montreal,Brogan Fitzgerald,Canada,Brogan,Fitzgerald
0244,833-282-1248,taylor.ramos@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Taylor Ramos,Canada,Taylor,Ramos
0245,186-536-6820,elsie.cuevas@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,0.0,1.0,Montreal,Elsie Cuevas,Canada,Elsie,Cuevas
0246,679-367-1926,zara.washington@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Zara Washington,United Kingdom,Zara,Washington
0247,916-136-3366,douglas.lozano@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Douglas,Lozano
0248,317-895-5803,bethan.franco@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Bethan Franco,Canada,Bethan,Franco
0249,193-348-3198,clementine.whitaker@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Clementine,Whitaker
0250,507-446-1333,sarah.mooney@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Sarah,Mooney
0251,312-891-9587,grayson.rasmussen@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Grayson,Rasmussen
0252,149-310-5366,jemima.leonard@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Jemima,Leonard
0253,582-269-7396,oskar.mccarty@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Oskar Mccarty,United Kingdom,Oskar,Mccarty
0254,104-443-5734,bonnie.woods@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bonnie,Woods
0255,401-464-5796,miriam.pacheco@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Miriam,Pacheco
0256,130-183-4153,zahraa.villanueva@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zahraa,Villanueva
0257,735-371-7432,alia.hess@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Alia,Hess
0258,530-539-9474,felicity.tran@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Felicity,Tran
0259,390-911-6534,lily.chan@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lily,Chan
0260,790-759-5249,darcey.robles@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Darcey Robles,United Kingdom,Darcey,Robles
0261,659-843-5422,dulcie.melendez@example.com,,,1.0,1.0,0.0,Barcelona,Dulcie Melendez,Unknown,Dulcie,Melendez
0262,954-995-1806,everly.cortez@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Everly Cortez,Canada,Everly,Cortez
0263,999-431-4584,tommy.farmer@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Tommy Farmer,Canada,Tommy,Farmer
0264,421-834-8740,maximillian.atkins@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Maximillian Atkins,Canada,Maximillian,Atkins
0265,130-279-8355,eddie.archer@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Eddie,Archer
0266,952-404-1885,gregory.strong@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Gregory,Strong
0267,445-216-5918,jake.spencer@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Jake,Spencer
0268,760-126-9651,johnny.ford@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Johnny,Ford
0269,311-351-7403,yusuf.salazar@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Yusuf Salazar,Canada,Yusuf,Salazar
0270,169-619-4582,nelson.huff@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Nelson,Huff
0271,683-604-6287,princess.schneider@example.com,,,1.0,1.0,0.0,Paris,Princess Schneider,Unknown,Princess,Schneider
0272,675-319-8856,findlay.velasquez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Findlay,Velasquez
0273,290-200-9393,georgiana.horton@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Georgiana,Horton
0274,786-291-8203,bronte.riley@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Bronte Riley,Canada,Bronte,Riley
0275,329-505-8826,harriett.villegas@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Harriett,Villegas
0276,708-356-2109,bertha.carter@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Bertha,Carter
0277,436-818-1915,fay.lucas@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,1.0,Montreal,Fay Lucas,Canada,Fay,Lucas
0278,623-319-1782,rachael.sykes@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Rachael,Sykes
0279,494-263-3527,annabelle.atkinson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Annabelle,Atkinson
0280,131-396-9743,zac.wagner@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zac,Wagner
0281,922-216-4141,rosa.stone@example.com,,,0.0,0.0,1.0,Paris,Rosa Stone,Unknown,Rosa,Stone
0282,111-388-1063,elysia.mata@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Elysia,Mata
0283,107-156-5064,autumn.hensley@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Autumn,Hensley
0284,804-245-1465,maximilian.whitney@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Maximilian,Whitney
0285,809-114-1988,lorna.levy@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Lorna Levy,Canada,Lorna,Levy
0286,636-910-2488,cordelia.marquez@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Cordelia,Marquez
0287,305-449-8274,jan.daniels@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Jan Daniels,Canada,Jan,Daniels
0288,995-494-7868,donald.dale@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Donald,Dale
0289,264-319-7312,adele.cantrell@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Adele,Cantrell
0290,919-358-6885,brenda.ingram@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Brenda Ingram,Canada,Brenda,Ingram
0291,187-138-7951,brooklyn.gamble@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Brooklyn,Gamble
0292,396-900-5179,anya.bray@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Anya Bray,Canada,Anya,Bray
0293,161-309-1110,oliwia.dominguez@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Oliwia,Dominguez
0294,572-649-5353,faizan.hill@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Faizan,Hill
0295,966-801-8945,maisy.clark@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Maisy,Clark
0296,490-977-4025,steven.reid@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Steven,Reid
0297,273-616-5739,ayesha.o'reilly@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ayesha,O'Reilly
0298,284-895-4854,chanel.lang@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Chanel,Lang
0299,702-276-7562,aadam.browning@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Aadam,Browning
0300,665-657-4948,danny.knapp@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Danny,Knapp
0301,714-169-1009,huda.rogers@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Huda,Rogers
0302,639-267-5334,ellena.ramsey@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ellena,Ramsey
0303,492-815-1793,nikita.marquez@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,0.0,Montreal,Nikita Marquez,Canada,Nikita,Marquez
0304,247-260-7851,siena.stanton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Siena,Stanton
0305,839-124-9420,doris.griffith@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Doris,Griffith
0306,176-108-4411,libbie.swanson@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Libbie,Swanson
0307,531-380-1711,rebekah.shaw@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Rebekah,Shaw
0308,936-522-1085,noah.benton@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Noah,Benton
0309,140-296-7511,barnaby.payne@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Barnaby Payne,United Kingdom,Barnaby,Payne
0310,640-104-6782,aya.hoover@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Aya,Hoover
0311,102-916-1394,mariam.campos@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Mariam,Campos
0312,400-815-9011,marissa.rubio@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Marissa,Rubio
0313,988-763-8894,alice.nielsen@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Alice,Nielsen
0314,965-871-6717,neve.hendrix@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Neve,Hendrix
0315,982-969-2499,kiara.sosa@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Kiara,Sosa
0316,893-420-4063,mathilda.abbott@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Mathilda,Abbott
0317,629-379-6872,bessie.cuevas@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Bessie Cuevas,Canada,Bessie,Cuevas
0318,547-624-3479,mario.luna@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Mario Luna,Canada,Mario,Luna
0319,990-918-2059,tess.short@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Tess,Short
0320,613-740-5020,liberty.stephenson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Liberty,Stephenson
0321,648-845-8799,leena.castillo@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Leena,Castillo
0322,614-765-9511,melissa.harding@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Melissa,Harding
0323,880-236-4632,seren.rocha@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Seren Rocha,Canada,Seren,Rocha
0324,868-547-6826,thea.hamilton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Thea Hamilton,Canada,Thea,Hamilton
0325,176-758-4552,matilda.griffin@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Matilda Griffin,Canada,Matilda,Griffin
0326,553-482-8315,archibald.melendez@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Archibald,Melendez
0327,628-646-1375,oliver.sanford@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Oliver Sanford,Canada,Oliver,Sanford
0328,563-494-9026,otis.pittman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Otis,Pittman
0329,429-411-4734,rory.bartlett@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Rory,Bartlett
0330,404-849-9394,abubakar.shaffer@example.com,,,1.0,0.0,0.0,Barcelona,Abubakar Shaffer,Unknown,Abubakar,Shaffer
0331,671-560-5008,lia.hudson@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lia,Hudson
0332,148-739-3707,gertrude.huffman@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Gertrude,Huffman
0333,657-945-1077,tamzin.hernandez@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Tamzin,Hernandez
0334,363-441-2226,elisabeth.tran@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Elisabeth Tran,United Kingdom,Elisabeth,Tran
0335,877-314-7868,aaminah.daniel@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Aaminah,Daniel
0336,497-544-5065,katrina.foster@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Katrina Foster,United Kingdom,Katrina,Foster
0337,329-569-7858,xavier.mcguire@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Xavier,Mcguire
0338,338-345-6084,patricia.john@example.com,,,0.0,1.0,0.0,Barcelona,Patricia John,Unknown,Patricia,John
0339,494-702-9881,sahil.lyons@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Sahil Lyons,Canada,Sahil,Lyons
0340,264-213-8415,lilly-rose.richards@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Lilly-Rose,Richards
0341,725-427-2794,alexandros.green@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Alexandros,Green
0342,713-145-1454,alfred.stuart@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Alfred,Stuart
0343,368-154-2650,taha.carroll@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Taha,Carroll
0344,935-107-2953,randy.edwards@example.com,,,0.0,0.0,1.0,Barcelona,Randy Edwards,Unknown,Randy,Edwards
0345,515-268-3667,hannah.zuniga@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Hannah,Zuniga
0346,805-349-3127,caiden.kaufman@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Caiden Kaufman,Canada,Caiden,Kaufman
0347,220-752-3577,jemma.greer@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jemma,Greer
0348,358-489-3754,alistair.moore@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Alistair,Moore
0349,557-384-9605,rachael.shields@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Rachael,Shields
